,,,,Please ensure that you join our Slack group so that we can communicate with transcribers: ,,,,,,https://join.slack.com/t/codethecity/shared_invite/zt-ebfpmtdt-wMnHGebBCNJTCEInaYCwNw,,,,
075923f5-f115-47f4-aeae-58309e58a185,10-Jun-1914,1527,Brenda FBC,British,Mackenzie,65,North Sea,Cruising,,,,,,
92ac5db8-ddb2-4fac-ace9-1a24982a0832,10-Jun-1914,1528,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,,,
10080fa1-ec7f-40bc-a10d-aee81df29ebd,10-Jun-1914,1529,Girdleness,British,Stephens,375,Drummen via Granton,General,,BF,,,,
418264f5-c5aa-4b54-b758-36e68e7ac1cf,10-Jun-1914,1530,Locko,Norway,Effestaa,137,Hamburg,Light,,F,,,,
5131a38c-cb3d-4a1a-9f54-81be2d3d4160,11-Jun-1914,1531,Spray II,British,Lawerance,580,Sunderland,Coal,Thursday 11th. Intermittent fog throughout the day otherwise fine. Sea smooth variable winds,,,,,
d1912723-be5a-4b65-a509-e299290c2028,11-Jun-1914,1532,Redhall,British,Ross,353,Sheilds,Coal,,,,,,
d56e9eab-c412-4563-a2be-3838b462bc52,11-Jun-1914,1533,St Sunniva,British,Gray,363,Leith,Goods,,,,,,
970547b1-1b0b-405a-a80e-d78921d00a76,11-Jun-1914,1534,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,,,
06796603-1a61-48c2-a69d-e40a8d68cd87,11-Jun-1914,1535,Linnet,British,Frost,36,Kirkcaldy,Coal,,,,,,
2c703be6-e5f4-4792-bcb5-cc20b6837b4c,11-Jun-1914,1536,Dunleith,British,Auld,111,Sunderland,Coal,,,,Heather Black,,
3eb35a35-5116-4c6b-8696-809fcc25e49a,11-Jun-1914,1537,Toledo,British,MacNaugton,696,Pernew,General,,,,Heather Black,,
0e7f8cbb-4258-4231-b918-a705ea69ca47,11-Jun-1914,1538,Princess Maud,British,Mackenzie,503,Dundee,Goods,,,,Heather Black,,
17855f2e-5ea4-410f-9f3d-a57103f08b81,11-Jun-1914,1539,St Clair,British,Burgess,349,Wick,Goods,,,,Heather Black,,
433c6c41-af94-4b75-bc21-afdc2e7382b1,11-Jun-1914,1540,Marien,British,Sutherland,168,Goole,Coal,,,,Heather Black,,
3cecbd15-3e2e-4202-9453-7588f6050591,12-Jun-1914,1541,Aberdon,British,Ross,495,Seaham,Coal,Friday 12th. Moderate NE wind until 5 P.M when fog set in and continued until 7pm remainder of day fine,,,Heather Black,,
5866452c-3d94-470e-8d20-a01c770741e6,12-Jun-1914,1542,Spray I,British,Alves,375,Seaham,Coal,,,,Heather Black,,
53b9ba24-cc1f-4ea0-ab72-a27bbfa70d7a,12-Jun-1914,1543,St Ronald,British,Scott,395,Leith,Goods,,,,Heather Black,,
81cfe6fe-95b9-421d-bdc1-96ffae7389be,12-Jun-1914,1544,Caledonia,Holland,Roose,452,Rotterdam,Goods,,F,,Heather Black,,
f443edb7-a962-4bd6-9011-f24eef0c5432,12-Jun-1914,1545,Luddick,British,Barron,213,Middlesbro,Goods,,,,Heather Black,,
47957918-56ad-44d9-9f74-9191e32b4129,12-Jun-1914,1546,St Nicholas,British,Johnston,452,Stromness,Goods,,,,Heather Black,,
c1c972b1-3c6b-473b-be1c-53fba22c0283,12-Jun-1914,1547,Earnholm,British,MacDonald,191,Leith,Goods,,,,Heather Black,,
9b6ccf50-0d1d-43fc-b2bb-283c6e759768,12-Jun-1914,1548,Aberdonian,British,Dowman,757,London,Goods,,,,Heather Black,,
56503530-0df4-4ff6-a1dc-1da5ff1d29fb,12-Jun-1914,1549,Utopia,British,Smith,64,Put back,Disabled,,,,Heather Black,,
bb58a05e-779f-4247-9714-d4695cc6d732,12-Jun-1914,1550,St Ninian,British,Williamson,292,Leith,Goods,,,,Heather Black,,
1b5b5188-ecf2-42e2-9515-ee0e7be3f411,12-Jun-1914,1551,Moor,British,Wilson,36,St David,Coal,,,,Heather Black,,
bd9040df-f8fc-43b8-87f0-86a95d2e881d,12-Jun-1914,1552,James Crombie,British,Darrock,263,Inverness,Goods,,,,Heather Black,,
3210923e-2891-46c1-8e7b-bbf8426a9686,12-Jun-1914,1553,Utopia,British,Smith,64,Put back,Disabled,,,,Heather Black,,
a1b2006c-11ec-4c91-80fa-63d5b4fd0afb,13-Jun-1914,1554,St Magnus,British,Leask,272,Kirkwall ,Goods,Saturday 13th. Overcast but fine sea smooth.,,,Heather Black,,
172936d6-7226-4a44-b431-c1fdb85358c5,13-Jun-1914,1555,Tillycothie,British,Soang,182,Seaham,Coal,,,,Heather Black,,
756e646f-4b5c-4adc-9a0b-49d961877ff0,13-Jun-1914,1556,Princess Olga,British,MacLachlan,416,Dundee,Goods,,,,Heather Black,,
d321828e-6697-4e6f-aa3c-d958ee3b3795,13-Jun-1914,1557,Sail Harciscus,British,Butcheret,70,Kirkwall,Salt Fish,,,,Heather Black,,
6749d863-9192-4357-b324-067d3a7470b6,13-Jun-1914,1558,Princess Dagma,British,Harrison,361,Dundee,Goods,,,,Heather Black,,
b0499d7d-c4c5-4e82-bb63-cd859bbc3eb1,13-Jun-1914,1559,Redhall,British,Ross,353,Sheilds,Coal,,,,Heather Black,,
e59d2b8a-b4fb-4383-81d0-cfc77d1f4de1,13-Jun-1914,1560,Dunleith,British,Auld,311,Grangemouth,Coal,,,,Heather Black,,
a6c87c8b-b994-48e5-9e64-8dae78f14530,13-Jun-1914,1561,Douglas,British,Connelly,38,Stronsay,Fish Offal,,,,Heather Black,,
87034acf-a0ac-42f2-8dbd-d443cc0de3d7,13-Jun-1914,1562,Hosanna Sail,Dane,Raahauge,114,Ronneby,Granite,,F,,Heather Black,,
7b1af6e7-ff85-4dff-b6fe-dab2ba8a838b,13-Jun-1914,1563,Spray II,British,Lawerance,580,Sunderland,Coal,,,,Heather Black,,
ed2c1752-d633-4157-b225-7c82be1213d0,14-Jun-1914,1564,St Ninian,British,Williamson,292,Wick,Goods,Sunday 14th. Fine weather and smooth sea.,,,Heather Black,,
e9da61cc-32f6-4980-8a66-244c786cf2d1,14-Jun-1914,1565,St Margaret,British,MacKenzie,401,Leith,Goods,,,,Heather Black,,
2587e7d4-883d-4bc1-8750-bf735a515d36,14-Jun-1914,1566,Earnholm,British,MacDonald,191,Leith,Goods,,,,Heather Black,,
8902e4ee-e2c1-4d39-9ae1-60bb1f51883f,14-Jun-1914,1567,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Heather Black,,
5a123248-14b9-4f92-87fd-f925e38854ba,14-Jun-1914,1568,Brenda,British,Aoeling,578,Stugsund,Pulp,,F,,Heather Black,,
90a3821c-e59a-4fa4-a1e9-65234683e8c5,14-Jun-1914,1569,Britannia,British,Manson,612,Newcastle,Coal,,,,Heather Black,,
04f7c5c0-1d53-4e9f-807a-01bd0c228135,14-Jun-1914,1570,Esfrid,Danish,Froest,619,Bordeaux,Hoops,,F,,Heather Black,,
0b5aba60-4aeb-4eb5-ae63-cbdce41e7074,14-Jun-1914,1571,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Heather Black,,
54e7a7d5-322f-4037-9135-8f4fd8572a39,14-Jun-1914,1572,St sunniva,British,Gray,363,Lerwick,Goods,,,,Heather Black,,
9b9e0640-dbe4-4401-8e41-13e493df30cd,14-Jun-1914,1573,Glentilt,British,Alcock,397,Okien,General,,BF,,Heather Black,,
b8f7d5e7-be7d-45ed-a133-1b783470775d,14-Jun-1914,1574,Leelite,British,Pirrie,154,Rochester,Cement,,,,Heather Black,,
ded54019-5f34-489e-9c97-38f4bd2237dc,14-Jun-1914,1575,Albion,Norway,Christiansen,78,Altona,Light,,F,,Heather Black,,
cc056bc5-bc27-470a-bbad-c07151c7d763,14-Jun-1914,1576,Princess Alberta,British,Cubbin,525,Liverpool,Goods,,,,Heather Black,,
8574d47b-0520-4004-926a-f796940ea1e5,14-Jun-1914,1577,Luftworth,British,Millar,163,Lerwick,Light,,,,Heather Black,,
a2235a3a-716b-4ddf-8c20-c33c6f7411dc,14-Jun-1914,1578,Glens,British,Wilson,75,Inverness,Timber WB,,,,Heather Black,,
80261382-ce64-4c00-a047-dc0e3cdf831d,16-Jun-1914,1579,Norah Elsmie,British,Gibb,126,London,General,Monday 16th. Fine weather throughout the day accompanied by intermittent fog,,Date should read Monday 15th 1914 but recorded as Monday 16th,Heather Black,,
c8684a28-1676-4598-b06d-86df75482e67,16-Jun-1914,1580,Norwood,British,Clark,348,Hull,Goods,,,,Heather Black,,
3af97d08-dcfe-4ae9-9d78-6dfdbf6ef050,16-Jun-1914,1581,El Doroa,Swedish,Brazce,911,Runcorn,Salt,,FC,,Heather Black,,
4dc0081b-13bb-4468-b4bd-bcf545e9b181,16-Jun-1914,1582,Hogarth,British,Ward,642,London,Goods,,,,Heather Black,,
20ec03ce-f986-4d5d-937d-a9e16cde7624,16-Jun-1914,1583,St Ninian,British,Williamson,292,Leith,Goods,,,,Heather Black,,
9e266c92-5fd4-46cb-b0c4-a383a4a633a8,16-Jun-1914,1584,Rubislaw,British,Walker,480,Hamburg,Goods,,BF,,Heather Black,,
bc4a7feb-8b27-41b5-a21b-c366474fb410,16-Jun-1914,1585,Duva,British,Peace,714,Hernosand,Timber,,,,Heather Black,,
172a6280-f595-4393-b636-a4d46ba7150b,16-Jun-1914,1586,St Nicholas,British,Johnston,457,Leith,Goods,Tuesday 17th. Fine weather but very thick fog. ,Bell kept going consistently ,Weather should read Tuesday 16th but is recored as Tuesday 17th,Heather Black,,
bf7052cf-1198-4a90-8bf7-10769a269962,16-Jun-1914,1587,James Crombie,British,Darrock,261,Leith,Goods,,,,Heather Black,,
73c3ad78-f5e8-442e-8a2c-b7a1dc71a712,16-Jun-1914,1588,Princess Victoria,British,Kinley,647,Liverpool,Goods,,,,Heather Black,,
ea92fb1e-2a48-4a83-b4ba-1a0a38ea3ccc,16-Jun-1914,1589,Portlethen,British,Godeman,57,Sheilds,Lime,,,,Heather Black,,
c3e25891-d4d7-4264-a3d8-edd87238d0e6,16-Jun-1914,1590,Douglas,British,Connolly,37,Wick,Fish Offal,,,,Heather Black,,
6eff5b3b-7d8e-451a-b5c5-afb4b6d9c6bd,16-Jun-1914,1591,Firth,British,Wright,163,Granton,Coal,,,,Heather Black,,
8d6d21df-d920-431a-8217-d07ed4df6f71,16-Jun-1914,1592,Spray I,British,Alves,375,Seaham,Coal,,,,Heather Black,,
1fe80253-15eb-4bba-a606-aa5cb9e2518c,16-Jun-1914,1593,Princess Albelita,British,Spalding,453,Stornoway,Goods,,,,Heather Black,,
953c4197-3142-4466-88d1-22ffa961a8d3,16-Jun-1914,1594,Express,British,Headle,89,Kirkwall,Goods,,,,Heather Black,,
f102ed64-24cc-4c29-a195-71ecd5b0c6eb,16-Jun-1914,1595,Druid,British,Wilson,36,Peterhead,Light,,,,Heather Black,,
8dc692b6-395b-4c41-a765-fe9231be0c32,16-Jun-1914,1596,St Ronald,British,Scott,395,Kirkwall,Goods,,,,Heather Black,,
5a357a6e-f7cf-4a03-a8d5-64780b58c977,17-Jun-1914,1597,St Magnus,British,Leask,272,Leith,Goods,"Wednesday. First part of day foggy, middle clear, latter very dense fog.",Trawler Martha Hichish? grounded on South Side while proceeding and ? tide,Should read Wednesday 17th but didn't record any date on wind and weather colomn,Heather Black,,
67c70f2e-feac-44fd-b25b-7858cea1713b,17-Jun-1914,1598,Earnholm,British,MacDonald,191,Leith,Goods,,,,Heather Black,,
307c7ab4-f552-4967-bbdc-adf76d46ddca,17-Jun-1914,1599,Glentaner,British,Stephens,449,Nystaat,Granite,,BF,,Heather Black,,
94fb0b75-0f75-463e-aac7-fda045c769db,17-Jun-1914,1600,Mereey,British,Humphrey,226,Leith,Coal,,,,Heather Black,,
94e85a26-c7ca-49c7-ad44-57c917a7d181,17-Jun-1914,1601,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Heather Black,,
65fac27d-ce33-43f9-af06-fa54ebf80415,17-Jun-1914,1602,Hedworth,British,Healsmill,657,Sunderland,Coal,,,,Heather Black,,
6d769dba-f821-40ff-a25b-1ebd5152eba9,17-Jun-1914,1603,Aberdon,British,Ross,495,Seaham,Coal,,,,Heather Black,,
37c73870-27f5-4c7f-b72f-9e7a88cf6d9c,17-Jun-1914,1604,Diza,Swedish,Anderson,437,Ahus,Granite,,,,Heather Black,Mark Cullen,
c85fbcd3-6f7a-4087-998c-fd792e3c7d44,17-Jun-1914,1605,St Margaret,British,Mackenzie,401,Lerwick,Goods,,,,Heather Black,Mark Cullen,
8bdb87c8-3129-43b1-8569-661b2dcf00d2,17-Jun-1914,1606,Leoko,Norway,Eojestod,137,Hamburg,Light,,,,Heather Black,Mark Cullen,
5b7852f8-0cf0-4a94-aa68-a1ddac93cc6c,17-Jun-1914,1607,Spray III,British,Lawerance,580,Sunderland,Coal,,,,Heather Black,Mark Cullen,
2fb9dc29-0d84-48f3-ad24-b49288d8a28f,18-Jun-1914,1608,Redhall,British,Ross,363,Sheids,Coal,Thursday 17th First part fog. Bell kept going constantly. Middle part fine. Latter thick fog otherwise fine. A thunder storm passed over between 4 P. M and 6 accompanied by heavy rain. ,," Ledger says Thursday 17th, when it should of been Thursday 18th.",Heather Black,Mark Cullen,
2a6154da-61d1-43fb-812a-4916b5f678b3,18-Jun-1914,1609,Note Dame De La Mare,French,Ferrar,89,North Sea,Cruising,,,,Heather Black,Mark Cullen,
2e3b500b-77ca-40b5-9d12-d83343a446f0,18-Jun-1914,1610,Goldseeker,British,Murray,65,North Sea,Cruising,,,,Heather Black,Mark Cullen,
28ce7732-e7de-48a9-a2dc-dad523bb91e4,18-Jun-1914,1611,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,,,,Heather Black,Mark Cullen,
4de92c54-2fca-4c6b-8ad3-19bcc13ccfba,18-Jun-1914,1612,Princess Alberta,British,Cubbin,525,Dundee,Goods,,,,Heather Black,Mark Cullen,
bd9910dc-ffb6-48ab-b947-64e227fbf76e,18-Jun-1914,1613,Cairnie,British,Cheyne,114,Peterhead,Light,,,,Heather Black,Mark Cullen,
40566004-23de-4fe9-9e7d-a8f508cb7f98,18-Jun-1914,1614,Inchbrayock,British,Hindby,160,Sandwick,Light,,,,Heather Black,Mark Cullen,
185d2d8e-e5f4-4c1c-b74f-436196f221ca,18-Jun-1914,1615,Cheshire Cat,British,Smith,47,Spinningdale,Timber,,,,Heather Black,Mark Cullen,
5c3c5aca-0adb-4dc5-b53d-84b41615b287,18-Jun-1914,1616,St Suniniva,British,Gray,363,Leith,Goods,,,,Heather Black,Mark Cullen,
795f4f49-585f-474f-a4af-4c0992684f2a,18-Jun-1914,1617,Inniseane,British,Clark,56,Berwick,Coal,,,,Heather Black,Mark Cullen,
4fe81727-d97a-4242-941c-78566e763ddd,18-Jun-1914,1618,Reudulph,Danish,Jugaldsen,17,Feraim,Light,,,,Heather Black,Mark Cullen,
b7c4a376-75b7-4902-953f-4214c3707e6c,18-Jun-1914,1619,Luddick,British,Barron,184,Newcastle,General,,,,Heather Black,Mark Cullen,
e2cfe9c2-d03d-43cc-aa87-2057a5d37483,18-Jun-1914,1620,Ballochbuie,British,Falconer,395,Sunderland,Coal,,,,Heather Black,Mark Cullen,
a9b506a7-df9b-4a09-b679-fafdeec1877e,18-Jun-1914,1621,Grossholm,Norway ,Mareuseen,1117,Archangel,Pulpwood,,,,Heather Black,Mark Cullen,
0f73d823-7a7c-4218-92c5-6ed721f2fc31,19-Jun-1914,1622,Earnholm,British,Macdonald,191,Leith,Goods,Friday 19th Easterly wind light. Accompanied by intermittent fog,,,Heather Black,Mark Cullen,
31f79665-4425-4c8e-a76e-bacf3ff17ba6,19-Jun-1914,1623,St Ninian,British,Williamson,262,St Margaret's Hope,Goods,,,,Heather Black,Mark Cullen,
d75b551c-0664-4649-857a-e62d0384b88f,19-Jun-1914,1624,James Crombie,British,Darrock,263,Inverness,Goods,,,,Heather Black,Mark Cullen,
5553a1bc-f76b-44f5-b58f-87c049bb1f7b,19-Jun-1914,1625,Sergeant,British,Brown,36,Leith,Coal,,,,Heather Black,Mark Cullen,
0b89e243-fbc6-47f2-b366-4caf6d5583a6,19-Jun-1914,1626,St Ronald,British,Scott,395,Leith,Goods,,,,Heather Black,Mark Cullen,
e2f1e0b5-2e83-4b0d-934d-e75a0f5b01bb,19-Jun-1914,1627,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Heather Black,Mark Cullen,
cc07f75c-001b-4dc4-8c3e-8df9f60ba03f,19-Jun-1914,1628,Princess Melita,British,Spalding,453,Dundee,Goods,,,,Heather Black,Mark Cullen,
4ccfbc35-5125-41a7-84b6-488e6538fa06,19-Jun-1914,1629,Aberdonian,British,Dowman,757,London,Goods,,,,Heather Black,Mark Cullen,
5812a703-e2a0-4825-85bc-bf0aa4404d88,19-Jun-1914,1630,St Magnus,British,Leask,272,Kirkwall,Goods,,,,Heather Black,Mark Cullen,
ec4c838e-5cd1-4005-a759-6a91c49ef5ea,20-Jun-1914,1631,Inniscroone,British,Brown,36,Paisley,A Boiler,Saturday 20th Fine weather throughout the day. But hazy at sea,,,Heather Black,Mark Cullen,
73e619f5-234f-4fb6-88ff-e982048a1e5f,20-Jun-1914,1632,Watchful,British,Winter,188,Wick,Light,,,,Heather Black,Mark Cullen,
e7864a39-190e-40e5-b797-c5e51845ab01,20-Jun-1914,1633,Rayford,British,McLeod,186,London,Cement,,,,Heather Black,Mark Cullen,
8376c556-a942-42c8-a3cf-f5360e05da5e,20-Jun-1914,1634,Femern,Swedish,Ludvigsen,335,Gothenburg,Goods,,,,Heather Black,Mark Cullen,
b5468e2a-72a1-41b6-80ca-e72968fe3856,20-Jun-1914,1635,Spray I,British,Alves,375,Seaham,Coal,,,,Heather Black,Mark Cullen,
eb629ce9-8335-48e1-9284-12f8859ea1fd,20-Jun-1914,1636,Princess Caroline,British,Jones,361,Dundee,Goods,,,,Heather Black,Mark Cullen,
659fb0ac-bb06-4edf-9291-1666ca63c480,20-Jun-1914,1637,Goldseeker,British,Murray ,65,North Sea,Cruising,,,,Heather Black,Mark Cullen,
ef8eaa64-349f-4ad9-bfae-3f38d093ef5a,20-Jun-1914,1638,Redhall,British,Ross,353,Blyth,Coal,,,,Heather Black,Mark Cullen,
7a082b16-7953-49df-a4fb-8993cac34283,20-Jun-1914,1639,Aberdon,British,Ross,495,Seaham,Coal,,,,Heather Black,Mark Cullen,
f5b74943-31fc-4b85-bdfb-08345fe6dd52,20-Jun-1914,1640,Cape York,British,McCready,215,Frasersbro,Salt P. C,,,,Heather Black,Mark Cullen,
753506ae-2feb-4158-a5b4-572012c7ec16,21-Jun-1914,1641,Spray II,British,Lawerance,580,Sunderland,Coal,Sunday 21st. Thick fog from 2.30 AM until remainder of day. Wind Easterly and light,,,Heather Black,Mark Cullen,
ec642238-01c6-4714-94a3-3a8c9ee5f81c,21-Jun-1914,1642,Earnholm,British,McDonald,191,Leith,Goods,,,,Heather Black,Mark Cullen,
8f211f06-d649-430b-858b-e3d7a7b73832,21-Jun-1914,1643,St Margaret,British,McKenzie,401,Leith,Goods,,,,Heather Black,Mark Cullen,
81cdef52-284d-4f6a-8a1b-5c25df0b4c50,21-Jun-1914,1644,Norwood,British,Clark,348,Newcastle,Goods,,,,Heather Black,Mark Cullen,
224d0875-4028-415f-a8d0-3e22e240d41f,21-Jun-1914,1645,St Sunniva,British,Gray,363,Lerwick,Goods,,,,Heather Black,Mark Cullen,
763c1822-ae0a-43c0-9b9c-f7c2915c19c6,21-Jun-1914,1646,Albion,Norway,Christiansen,78,Altona,Light,,F,,Heather Black,Mark Cullen,
616b3503-2e1f-4ded-ab61-fb7b8662fa2c,22-Jun-1914,1647,Princess Maud,British,Mackenzie,503,Liverpool,Goods,Monday 22nd. Strong Southerly wind and fine weather. ,Monday 22nd. Bell off at 4.30 AM,,Heather Black,Mark Cullen,
625e4a35-5991-4ffb-b365-13dcf4356db9,22-Jun-1914,1648,Caledonia,Rotterdam,Roose,542,Rotterdam,Goods,,F,,Heather Black,Mark Cullen,
17666824-586b-4522-ad67-8e0bd38f86f9,22-Jun-1914,1649,Douglas,British,Connolly,37,Stronsay,Fish Offal,,,,Heather Black,Mark Cullen,
aa8e39f3-32cc-4056-b2eb-1292f1fe14e8,22-Jun-1914,1650,St Ninian,British,Williamson,292,Leith,Goods,,,,Heather Black,Mark Cullen,
09c53fd4-97a0-4943-a119-692f56f6545a,22-Jun-1914,1651,Hogarth,British,Ward,642,London,Goods,,,,Heather Black,Mark Cullen,
5f19fc9b-d88c-4c33-a4c9-2362ebceaed0,22-Jun-1914,1652,Echo,Norwegian ,Wesmchery,292,Wemho,Granite,,F,,Heather Black,Mark Cullen,
cdb38521-cb08-43bd-94d0-282d9f6d4bdd,22-Jun-1914,1653,St Clair,British,Burgess,349,Leith,Goods,,,,Heather Black,Mark Cullen,
020dd3e2-7fdd-4bb4-8991-b5327cb5f3d7,23-Jun-1914,1654,Solway Queen,British,Pirrie,115,Amble,Coal,Tuesday 23rd. Moderate Southerly wind throughout the day accompanied by fine weather. Sea smooth,Tuesday 23rd. Took 3 Chains of Sounding.,,Heather Black,Mark Cullen,
fb006fb1-edec-4a12-b5f1-f65d105d7e0c,23-Jun-1914,1655,James Crombie,British,Darrock,263,Leith,Goods,,,,Heather Black,Mark Cullen,
39331729-5d9d-4105-876f-2f2e6af27384,23-Jun-1914,1656,Express,British,Heddle,89,Kirkwall,Goods,,,,Heather Black,Mark Cullen,
9b9d924e-0f9c-4285-8e7b-2a83244f19d3,23-Jun-1914,1657,Princess Dagmar,British,Evans,361,Liverpool,Goods,,,,Heather Black,Mark Cullen,
ffdf84cf-0c69-4f77-aba7-2c76fd8c50ef,23-Jun-1914,1658,St Magnus,British,Leask,272,Leith,Goods,,,,Heather Black,Mark Cullen,
0e5ff715-b791-4bc5-9189-b1d74a8deb9f,23-Jun-1914,1659,St Ronald,British,Scott,395,Kirkwall,Goods,,,,Heather Black,Mark Cullen,
5a564f8a-f2a5-4953-823d-a17538d29137,23-Jun-1914,1660,Ballochbuie,British,Falconer,395,Seaham,Coal,,,,Heather Black,Mark Cullen,
366623b6-3525-4345-a955-4ea387e61d77,23-Jun-1914,1661,Earnholm,British,Macdonald,191,Leith,Goods,,,,Heather Black,Mark Cullen,
5c8d7bfa-397c-49c8-8099-461df6a362bb,24-Jun-1914,1662,Earl of Aberdeen,British,Dove,352,Newcastle,Goods,Wednesday 24th. Variable winds and fine weather. Sea smooth,,,Heather Black,Mark Cullen,
5c944e71-3df3-499c-98cd-ef4d4fe56d02,24-Jun-1914,1663,Douglas,British,Connolly,36,Wick,Fish Offal,,,,Heather Black,Mark Cullen,
27d17fd4-052d-4f50-9c06-70af7b23e3fa,24-Jun-1914,1664,St Margaret,British,Mckenzie,401,Lerwick,Goods,,,,Heather Black,Mark Cullen,
0175127e-ba83-4c66-92f4-8778dd5a5513,24-Jun-1914,1665,Alice Taylor,British,Ross,277,Seaham,Coal,,,,Heather Black,Mark Cullen,
4de7560b-1d70-40ac-9078-83982bdaba96,24-Jun-1914,1666,Thrift,British,Mackay,208,Sunderland,Coal,,,,Heather Black,Mark Cullen,
8879d990-cb0e-481a-ad53-efa3fc8c2573,24-Jun-1914,1667,Spray II,British,Alves,375,Sunderland,Coal,,,,Heather Black,Mark Cullen,
f22adfe0-ba68-4594-a8fa-08b561e0c95e,24-Jun-1914,1668,Froode,Swedish,Neilson,188,Wanswick,Granite,,F,,Heather Black,Mark Cullen,
033e9d44-8397-4343-b509-f5beee5203c0,24-Jun-1914,1669,Redhall,British,Ross,353,Sheilds,Coal,,,,Heather Black,Mark Cullen,
8c1e5aa2-ba1c-4638-b7fb-b543f1fc1081,24-Jun-1914,1670,Margurite A549,British,(blank),(blank),North Sea,Cruising,,,,Heather Black,Mark Cullen,
12959ecb-5ad1-49a0-a98d-11155a45c7ee,24-Jun-1914,1671,Councillor GN17,British,(blank),(blank),North Sea,Disabled,,,,Heather Black,Mark Cullen,
b7b7da73-2d3a-4910-836d-3b777e4ab9ee,24-Jun-1914,1672,Luddick,British,Barron,213,Hull,General,,,,Heather Black,Mollie Horne,
4bb6989c-a638-49b4-a2e8-b986bc6da895,24-Jun-1914,1673,Firth,British,Wright,163,Granton,Coal,,,,Heather Black,Mollie Horne,
3a9488f3-c86f-415b-a26d-0233c40e170a,24-Jun-1914,1674,Advent,British,Cook,450,Seaham,Coal,,,,Heather Black,Mollie Horne,
9d171fc4-9ee9-4450-9839-66a61aa586d7,24-Jun-1914,1675,St Sunniva,British,Gray,363,Leith,Goods,,,,Heather Black,Mollie Horne,
509765f0-b41f-4200-9b3f-3b76376f53a2,24-Jun-1914,1676,Locko,Norwegian ,Effestod,137,Hamburg,Light,,,,Heather Black,Mollie Horne,
30a9c027-b3ff-4935-83ac-b55a9b324931,25-Jun-1914,1677,Princess Maud,British,Mackenzie,503,Dundee,Goods,Thursday 25th. Fine weather and smooth sea.,,,Heather Black,Mollie Horne,
c212f54e-5c76-4d8d-abdb-8e95c1d7425a,25-Jun-1914,1678,St Clair,British,Mackenzie,349,Wick,Goods,,,,Heather Black,Mollie Horne,
40f0ff87-58ae-414a-8208-ae5eacbe3d1e,25-Jun-1914,1679,Utopia,British,Smith,64,Kirkcaldy,Coal,,,,Heather Black,Mollie Horne,
293e8716-e219-4106-9f99-40e27998890d,25-Jun-1914,1680,Sch Wallt,British,Williams,97,Dysaat,Coal WB,,,,Heather Black,Mollie Horne,
a382b986-3505-49c5-9719-3d99fc69df97,25-Jun-1914,1681,Sail Werewolf,British,Story,13,Bridlington,Cruising,,,,Heather Black,Mollie Horne,
81affcb6-f95f-4371-a89d-254d68b41a04,25-Jun-1914,1682,Aberdon,British,Ross,495,Seaham,Coal,,,,Heather Black,Mollie Horne,
070617a2-21f3-45c2-9b62-55606d6d6cf2,25-Jun-1914,1683,St Ninian,British,Williamson,292,Leith,Goods,,,,Heather Black,Mollie Horne,
67b279cf-f393-4d62-8039-6e8bc6db03f4,26-Jun-1914,1684,Earnholm,British,Macdonald,191,Leith & Stromness,Goods,Friday 26th. Very fine weather sea smooth.,,,Heather Black,Mollie Horne,
e56d2db8-b737-4110-88da-153c6244cca3,26-Jun-1914,1685,St Ronald,British,Scott,395,Leith,Goods,,,,Heather Black,Mollie Horne,
e0467be6-cede-411f-8637-8b1273b83596,26-Jun-1914,1686,Aberdonian,British,Dowman,757,London,Goods,,,,Heather Black,Mollie Horne,
2561e117-c9d2-4d9b-b95d-2d48bf6c0c60,26-Jun-1914,1687,Spray I,British,Alves,375,Goole,Coal,,,,Heather Black,Mollie Horne,
69e29e03-bcc7-4f27-8c3e-bc343ea032b1,26-Jun-1914,1688,Linnet,British,Cross,64,Inverness,Timber,,,,Heather Black,Mollie Horne,
8b6e72d5-cf9f-4767-a286-61aa508e9a64,26-Jun-1914,1689,Princess Beatrice,British,Kinley,524,Dundee,Goods,,,,Heather Black,Mollie Horne,
fc699765-3bc6-456d-b2e0-f0220d3b7440,26-Jun-1914,1690,James Crombie,British,Darrock,263,Inverness,Goods,,,,Heather Black,Mollie Horne,
2f3a04a7-0e3b-4fd8-a8ad-0a20b858d833,26-Jun-1914,1691,Rubislaw,British,Walker,480,Hamburg,Goods,,,,Heather Black,Mollie Horne,
d45ce527-4146-4749-96c1-7073e76af2bc,26-Jun-1914,1692,Inautiomere,Belgium ,Sorrensen,969,Archangel,Wood Pulp,,,,Heather Black,Mollie Horne,
5e223a41-6b32-41a7-8258-453956c3d046,26-Jun-1914,1693,St Clair,British,Burgess,352,Leith,Goods,,,,Heather Black,Mollie Horne,
76d34d16-b601-40ce-99db-d2e33f386dad,26-Jun-1914,1694,Poseidon,German,Heupe,152,North Sea,Cruising,,,,Heather Black,Mollie Horne,
